Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime|Target|StartDate|EndDate|TotalTime
TA|153A||BHZ|32.649899|-83.83159599999998|160.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2012-03-19T00:00:00|2014-01-26T20:50:00|TA.153A..BHZ.M|2012-03-19|2014-01-27|58654200.0
TA|154A||BHZ|32.613098|-83.10659799999998|111.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2012-03-20T00:00:00|2014-02-10T16:25:51|TA.154A..BHZ.M|2012-03-20|2014-02-11|59847951.00000001
TA|155A||BHZ|32.621899|-82.466499|93.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2012-03-21T00:00:00|2013-06-23T14:00:00|TA.155A..BHZ.M|2012-03-21|2013-06-24|39708000.0
TA|155A||BHZ|32.621899|-82.466499|93.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2013-06-23T14:00:00|2014-02-07T17:20:00|TA.155A..BHZ.M|2013-06-23|2014-02-08|19797600.0
TA|156A||BHZ|32.654202000000005|-81.495003|40.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2012-04-05T00:00:00|2014-02-09T15:40:00|TA.156A..BHZ.M|2012-04-05|2014-02-10|58376400.0
TA|157A||BHZ|32.678001|-80.9972|21.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2013-02-25T00:00:00|2015-01-15T16:40:00|TA.157A..BHZ.M|2013-02-25|2015-01-16|59589600.0
TA|158A||BHZ|32.736401|-80.193497|12.0|0.0|0.0|-90.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|628316030.0|0.2|M/S|40.0|2013-02-24T00:00:00|2015-01-28T18:24:26|TA.158A..BHZ.M|2013-02-24|2015-01-29|60805466.00000001
TA|158A||HHZ|32.736401|-80.193497|12.0|0.0|0.0|-90.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|629280000.0|0.4|M/S|100.0|2015-01-20T18:00:00|2015-01-28T18:24:26|TA.158A..HHZ.M|2015-01-20|2015-01-29|692666.0
TA|214A||BHZ|31.9559|-112.811501|543.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2007-05-07T00:00:00|2007-12-14T22:40:00|TA.214A..BHZ.M|2007-05-07|2007-12-15|19176000.0
TA|214A||BHZ|31.9559|-112.811501|543.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|502078016.0|0.2|M/S|40.0|2007-12-14T22:45:00|2010-10-07T23:59:59|TA.214A..BHZ.M|2007-12-14|2010-10-08|88823699.0
