Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime|Target|StartDate|EndDate|TotalTime
GS|KAN10|01|HHZ|37.123501|-98.095131|417.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-09-16T00:00:00|2017-06-21T19:41:00|GS.KAN10.01.HHZ.M|2015-09-16|2017-06-22|55712460.0
GS|KAN10|01|HHZ|37.123501|-98.095131|417.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2017-06-21T19:41:00|2599-12-31T23:59:59|GS.KAN10.01.HHZ.M|2017-06-21|2018-10-12|41228340.0
GS|KAN11|01|HHZ|37.205967|-97.9133|410.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-05-07T16:03:09|2016-05-06T04:00:00|GS.KAN11.01.HHZ.M|2014-05-07|2016-05-07|63028611.00000001
GS|KAN12|01|HHZ|37.297382|-97.998001|425.5|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-05-08T17:11:06|2015-04-14T00:00:00|GS.KAN12.01.HHZ.M|2014-05-08|2015-04-14|29400534.0
GS|KAN12|01|HHZ|37.297382|-97.998001|425.5|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-04-14T00:00:00|2599-12-31T23:59:59|GS.KAN12.01.HHZ.M|2015-04-14|2018-10-12|110332800.0
GS|KAN13|01|HHZ|37.012882|-97.477806|340.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-05-09T15:57:50|2599-12-31T23:59:59|GS.KAN13.01.HHZ.M|2014-05-09|2018-10-12|139651330.0
GS|KAN14|01|HHZ|36.95682100000001|-97.96302|363.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-20T21:00:00|2599-12-31T23:59:59|GS.KAN14.01.HHZ.M|2014-08-20|2018-10-12|130734000.00000001
GS|KAN17|01|HHZ|37.044071|-97.764748|355.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-04-16T15:00:00|2015-09-16T22:00:00|GS.KAN17.01.HHZ.M|2015-04-16|2015-09-17|13244400.0
GS|KAN17|01|HHZ|37.044071|-97.764748|355.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-09-16T22:00:00|2015-11-19T00:00:00|GS.KAN17.01.HHZ.M|2015-09-16|2015-11-19|5450400.0
GS|KAN17|01|HHZ|37.044071|-97.764748|355.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|274899008.0|1.0|M/S|200.0|2015-11-19T00:00:00|2017-06-21T21:22:00|GS.KAN17.01.HHZ.M|2015-11-19|2017-06-22|50188920.0
